congenital anomaly nos	has_associated_morphology	spinal meningocele
malformation	has_associated_morphology	spinal meningocele
congenital anomalies	has_associated_morphology	spinal meningocele
congenital deformity	has_associated_morphology	spinal meningocele (disorder)
fetal anomaly	has_associated_morphology	craniosynostosis
foetal developmental abnormality	has_associated_morphology	twisted atrioventricular connections
birth defect	has_associated_morphology	cryptorchidism
congenital anomalies of fetus	has_associated_morphology	dysplasias, dentin
congen defects	has_associated_morphology	dentinogenesis imperfecta
anomaly	has_associated_morphology	dentinogenesis imperfecta
abnormalities	has_associated_morphology	diastematomyelia
congenital malformation, unspecified	has_associated_morphology	diastematomyelia
anomalous formation, nos	has_associated_morphology	split spinal cord malformation (disorder)
congenital malformations	has_associated_morphology	trisomy 21
fetal developmental abnormality	has_associated_morphology	duane's syndrome
congenital deformity nos	has_associated_morphology	persistent ductus arteriosus
congenital defect/deformity	has_associated_morphology	patent ductus arteriosus
congenital anomaly nos	has_associated_morphology	ebstein's anomaly
congenital defect	has_associated_morphology	ebstein's anomaly
congenital malformation	has_associated_morphology	eisenmenger syndrome
foetal malformation	has_associated_morphology	atrioventricular canal
deformity	has_associated_morphology	endocardial cushion defects
fetal malformation	has_associated_morphology	anaspadias
congenital defects	has_associated_morphology	esophageal atresia
developmental defect	has_associated_morphology	goltz syndrome
malformation	has_associated_morphology	goltz syndrome
congenital anatomic abnormality	has_associated_morphology	eruption cyst of jaw
congenital defect	has_associated_morphology	foot deformity, congenital
abnormalities, congenital	has_associated_morphology	congenital foot deformity
congenital anomaly	has_associated_morphology	fragile x syndrome
cm - congenital malformation	has_associated_morphology	funnel chest
fetal developmental abnormality	has_associated_morphology	congenital pectus excavatum
congenital abnormalities	has_associated_morphology	cobbler's chest -retired-
congenital anomaly	has_associated_morphology	cobbler's chest
fetal malformation	has_associated_morphology	pectus excavatum
congenital abnormality	has_associated_morphology	45,x/46,xy mixed gonadal dysgenesis
deformity; congenital	has_associated_morphology	45,x/46,xy mixed gonadal dysgenesis
congenital defect	has_associated_morphology	mixed gonadal dysgenesis
congenital anomaly, unspecified	has_associated_morphology	hallerman-streiff syndrome
malformation	has_associated_morphology	umbilical hernia
defects, congenital	has_associated_morphology	umbilical hernia
defect, congenital	has_associated_morphology	umbilical hernia
congenital anomaly nos	has_associated_morphology	von hippel-lindau syndrome
foetal developmental abnormality	has_associated_morphology	von hippel-lindau syndrome
congenital abnormality	has_associated_morphology	von hippel-lindau syndrome (disorder)
congenital defect/deformity	has_associated_morphology	congenital hydrocephalus
congenital deformity (morphologic abnormality)	has_associated_morphology	widely-spaced eyes
congenital defect	has_associated_morphology	incontinentia pigmenti
developmental abnormality	has_associated_morphology	dubin-johnson syndrome
abnormal development, nos	has_associated_morphology	jervell and lange-nielsen syndrome
congenital abnormality, nos	has_associated_morphology	jervell and lange-nielson syndrome
congenital abnormalities	has_associated_morphology	jervell and lange-nielsen syndrome
deformity; congenital	has_associated_morphology	kartagener syndrome
congenital abnormality	has_associated_morphology	lutembacher syndrome
congenital anomalies of fetus	has_associated_morphology	hypertrophy of tongue
deformity	has_associated_morphology	macrostomia
dysgenesis	has_associated_morphology	macrostomia
fetal anomaly	has_associated_morphology	macrostomia
fetal anomaly	has_associated_morphology	wide mouth
deformity	has_associated_morphology	myelomeningocele
deformity	has_associated_morphology	myelomeningocele
fetal developmental abnormality	has_associated_morphology	myelomeningocele
congen defects	has_associated_morphology	meningomyelocele
congenital abnormality nos	has_associated_morphology	hypoglossia
congenital anomalies	has_associated_morphology	mandibular hypoplasia
congenital anomaly	has_associated_morphology	small oral aperture
congenital malformation	has_associated_morphology	microstomia
developmental disturbance	has_associated_morphology	microstomia
congenital deformity	has_associated_morphology	microstomia
congenital defect	has_associated_morphology	microstomia
congenital anomaly	has_associated_morphology	microstomia
congenital abnormality	has_associated_morphology	microstomia
congenital malformations	has_associated_morphology	microstomia
congenital; deformity	has_associated_morphology	microstomia
congenital anomaly nos	has_associated_morphology	congenital oral malformation
congenital anomaly nos	has_associated_morphology	congenital malformations of mouth
congenital malformations	has_associated_morphology	mouth; anomaly
dysgenesis	has_associated_morphology	neural tube defect
congenital anomaly nos (disorder)	has_associated_morphology	neural tube defect
congenital defect	has_associated_morphology	defect, neural tube
congenital malformation, unspecified	has_associated_morphology	neurenteric cyst
congenital deformity	has_associated_morphology	neurofibromatosis type ii
malformation, nos	has_associated_morphology	noonan-ehmke syndrome
congenital anomalies	has_associated_morphology	noonan-ehmke syndrome
defect, birth	has_associated_morphology	orodigitofacial dysostosis
congenital anomaly (disorder)	has_associated_morphology	touraine solente gole syndrome
cm - congenital malformation	has_associated_morphology	osteoarthropathy, primary hypertrophic
congenital anomaly nos (disorder)	has_associated_morphology	osteoarthropathy, primary hypertrophic
congenital anomaly nos (disorder)	has_associated_morphology	clubbed nail pachydermoperiostosis
congenital abnormality	has_associated_morphology	acrocephaly
defect, birth	has_associated_morphology	keratosis palmoplantar periodontopathy
congenital anomaly or birth defect	has_associated_morphology	papillon-lefevre syndrome
abnormal development, nos	has_associated_morphology	papillon lefevre syndrome
deformities	has_associated_morphology	keratosis palmoplantar periodontopathy
fetal malformation	has_associated_morphology	keratosis palmoplantaris with periodontopathia
congenital anomaly, unspecified	has_associated_morphology	palmoplantar periodontopathies, keratosis
scong	has_associated_morphology	paradental cyst (disorder)
congenital malformation	has_associated_morphology	hereditary intestinal polyposis syndrome
birth defect	has_associated_morphology	peutz-jeghers syndrome
congenital malformation (morphologic abnormality)	has_associated_morphology	platybasia
congenital defect	has_associated_morphology	rothmund-thomson syndrome
congenital anomaly, unspecified	has_associated_morphology	prognathism
dysgenesis	has_associated_morphology	triad syndrome
congenital defect/deformity	has_associated_morphology	pseudohermaphroditism (disorder)
congenital anatomic abnormality	has_associated_morphology	pseudohermaphroditism
congenital anomaly nos	has_associated_morphology	pulmonary infundibular stenoses
abnormalities, congenital	has_associated_morphology	retrognathism
congenital defect	has_associated_morphology	right aortic arch
congenital malformation	has_associated_morphology	sirenomelus (disorder)
congenital anomaly	has_associated_morphology	situs inversus
congenital abnormality nos	has_associated_morphology	situs inversus
scong	has_associated_morphology	situs inversus
fetal anomaly	has_associated_morphology	spina bifida cystica
developmental anomaly	has_associated_morphology	sturge-weber syndrome
congenital deformity	has_associated_morphology	sturge-weber disease
congenital anomaly nos	has_associated_morphology	sturge-weber syndrome
congenital malformation, unspecified	has_associated_morphology	sturge-kalischer-weber syndrome
congenital abnormality	has_associated_morphology	tetralogy of fallot
congenital malformation, unspecified	has_associated_morphology	tetralogy of fallot
congenital anomaly	has_associated_morphology	tetralogy of fallot
abnormal development	has_associated_morphology	tooth abnormalities
congenital anomaly, unspecified	has_associated_morphology	supernumerary teeth were noted
congenital defect/deformity	has_associated_morphology	transposition of great vessels
congenital abnormalities	has_associated_morphology	transposition of great vessels
congenital abnormality	has_associated_morphology	transposition of great vessels
congenital anomaly	has_associated_morphology	transposition of great vessels
developmental defect	has_associated_morphology	great vessel transposition nos (disorder)
congenital deformity	has_associated_morphology	transposition of great vessels
congenital anomaly nos (disorder)	has_associated_morphology	complete transposition of great vessels
congenital anomaly nos	has_associated_morphology	complete transposition of great vessels (diagnosis)
congenital anomaly (morphologic abnormality)	has_associated_morphology	transposition of great vessels
birth defects	has_associated_morphology	great arteries transpositions
congenital malformation	has_associated_morphology	tricuspid valve prolapse
congenital defects	has_associated_morphology	tricuspid valve prolapse
congenital malformations	has_associated_morphology	tuberous sclerosis
congenital anomaly nos	has_associated_morphology	epiloia
deformity	has_associated_morphology	branchial cleft
congenital anomaly nos	has_associated_morphology	branchial cleft
abnormalities, congenital	has_associated_morphology	branchial cleft
congenital abnormality	has_associated_morphology	junctional epidermolysis bullosa
congenital deformity (morphologic abnormality)	has_associated_morphology	congenital ichthyosiform erythroderma
defect, congenital	has_associated_morphology	spina bifida occulta
congenital anomalies	has_associated_morphology	spina bifida occulta
congenital anomaly or birth defect	has_associated_morphology	spina bifida
fetal developmental abnormality	has_associated_morphology	spina bifida
congenital anomalies	has_associated_morphology	spina bifida
congenital anomalies	has_associated_morphology	spina bifida
developmental defect, nos	has_associated_morphology	spina bifida (disorder)
congenital defects	has_associated_morphology	spina bifida
congenital malformation, unspecified	has_associated_morphology	spina bifida (disorder)
deformity	has_associated_morphology	alagille syndrome
congenital anomaly (disorder)	has_associated_morphology	aganglionosis of colon
congenital anomalies	has_associated_morphology	aganglionosis of colon
congenital anomaly nos	has_associated_morphology	myelocele
congenital deformity (disorder)	has_associated_morphology	annular pancreas
scong	has_associated_morphology	annular pancreas
congenital anatomical abnormality	has_associated_morphology	skeletal anomaly-congen
congenital anomaly nos (disorder)	has_associated_morphology	congenital heart disease
deformity	has_associated_morphology	congenital heart disease
congenital anomaly	has_associated_morphology	complete trisomy 13 syndrome
congenital anomalies	has_associated_morphology	congenital ankyloblepharon
congenital anomaly nos	has_associated_morphology	iniencephaly
congenital anomaly, nos	has_associated_morphology	iniencephaly nos (disorder)
congenital anomalies of fetus	has_associated_morphology	iniencephaly (disorder)
fetal anomaly (diagnosis)	has_associated_morphology	iniencephaly
abnormalities	has_associated_morphology	iniencephaly (disorder)
congenital anomaly	has_associated_morphology	iniencephaly
congenital malformation, unspecified	has_associated_morphology	iniencephalus
congenital anomalies	has_associated_morphology	iniencephaly
congenital anomaly nos	has_associated_morphology	iniencephaly
fetal malformation	has_associated_morphology	iniencephaly nos (disorder)
congenital malformation	has_associated_morphology	iniencephalus
congenital; deformity	has_associated_morphology	iniencephaly nos (disorder)
developmental defect	has_associated_morphology	iniencephaly
congenital anomalies of fetus	has_associated_morphology	iniencephaly
congenital deformity, nos	has_associated_morphology	iniencephaly
abnormal development	has_associated_morphology	iniencephaly
deformity; congenital	has_associated_morphology	iniencephaly
deformity	has_associated_morphology	iniencephaly
deformity	has_associated_morphology	iniencephaly (diagnosis)
congenital defect	has_associated_morphology	iniencephaly
developmental anomaly (morphologic abnormality)	has_associated_morphology	iniencephaly nos (disorder)
congenital anomalies	has_associated_morphology	iniencephaly
congenital anomaly	has_associated_morphology	iniencephaly
fetal anomaly	has_associated_morphology	iniencephaly
malformation	has_associated_morphology	iniencephaly
congenital malformation	has_associated_morphology	iniencephaly
congenital malformations	has_associated_morphology	iniencephaly (disorder)
abnormal development	has_associated_morphology	ankyloglossia
anomaly congenital	has_associated_morphology	ankyloglossia
malformation	has_associated_morphology	ankyloglossia
defects, congenital	has_associated_morphology	ankyloglossia
congenital anomaly nos (disorder)	has_associated_morphology	ankyloglossia
anomalous formation	has_associated_morphology	tongue tie
congenital malformation, nos	has_associated_morphology	craniorachischisis
congenital malformation	has_associated_morphology	craniorachischisis
birth defect	has_associated_morphology	craniorachischisis
congenital anomaly nos (disorder)	has_associated_morphology	craniorachischisis
fetal anomaly	has_associated_morphology	craniorachischisis
defects congen	has_associated_morphology	craniorachischisis
congen abnorm	has_associated_morphology	craniorachischisis
congenital defect, nos	has_associated_morphology	craniorachischisis
congenital anomalies	has_associated_morphology	craniorachischisis
cm - congenital malformation	has_associated_morphology	craniorachischisis
congenital anomaly (morphologic abnormality)	has_associated_morphology	craniorachischisis
congenital anomaly	has_associated_morphology	imperforate hymen
defect, birth	has_associated_morphology	hydromyelia
birth defects	has_associated_morphology	hydromyelia
congenital defect/deformity	has_associated_morphology	hydromyelia
congenital abnormality	has_associated_morphology	vascular anomalies of eyelid
congenital deformity nos	has_associated_morphology	vascular anomalies of eyelid
cm - congenital malformation	has_associated_morphology	vascular anomalies of eyelid
congenital anomaly	has_associated_morphology	gangrenous umbilical hernia
congenital anomaly nos	has_associated_morphology	congenital aortic regurgitation
congenital anomalies	has_associated_morphology	congenital mitral valve stenosis
congenital defect	has_associated_morphology	congenital mitral stenosis
fetal anomaly (diagnosis)	has_associated_morphology	congenital mitral valve stenosis
congenital malformation, unspecified	has_associated_morphology	congenital mitral valve stenosis
congenital anomaly, nos	has_associated_morphology	congenital mitral stenosis
malformation	has_associated_morphology	congenital mitral stenosis
abnormality, congenital	has_associated_morphology	cleft palate with cleft lip
scong	has_associated_morphology	cleft palate with cleft lip
congenital anomalies	has_associated_morphology	aglossia
congenital anomaly nos	has_associated_morphology	aglossia
abnormalities	has_associated_morphology	absence of salivary gland
congenital abnormality nos	has_associated_morphology	urinary system anomalies nos
congenital defect, nos	has_associated_morphology	urinary tract malformation
congenital anomaly, nos	has_associated_morphology	congenital malformation of urinary system, unspecified
congenital anomaly nos	has_associated_morphology	congenital hydrocele
congenital anomalies	has_associated_morphology	congenital hydrocele
defect, congenital	has_associated_morphology	angelman syndrome
congenital anomalies	has_associated_morphology	angelman syndrome
developmental defect	has_associated_morphology	angelman syndrome
anomaly anomaly congen	has_associated_morphology	happy puppet syndrome
congenital anomaly, unspecified	has_associated_morphology	angelman syndrome
congenital anomaly nos (disorder)	has_associated_morphology	happy puppet syndrome
congenital defect/deformity	has_associated_morphology	angelman syndrome
congenital defect/deformity	has_associated_morphology	neurofibromatosis
developmental defect, nos	has_associated_morphology	neurofibromatosis
congenital abnormality	has_associated_morphology	chotzen syndrome
scong	has_associated_morphology	potter's syndrome
congenital deformity, nos	has_associated_morphology	potter's syndrome
birth defect	has_associated_morphology	potter's syndrome
congenital deformity	has_associated_morphology	potter's syndrome
congenital anomaly	has_associated_morphology	oligohydramnios sequence
congenital malformations	has_associated_morphology	potter's syndrome
congenital deformity nos	has_associated_morphology	potter's syndrome
congenital abnormality	has_associated_morphology	limb deformities congen
deformity	has_associated_morphology	pfeiffer syndrome
developmental abnormality	has_associated_morphology	bpes syndrome
congenital abnormality	has_associated_morphology	blepharophimosis, ptosis, and epicanthus inversus
congenital anomaly nos	has_associated_morphology	blepharophimosis syndrome
congenital anomaly nos	has_associated_morphology	blepharophimosis, ptosis, and epicanthus inversus, type i
foetal malformation	has_associated_morphology	blepharophimosis, ptosis, and epicanthus inversus
developmental anomaly (morphologic abnormality)	has_associated_morphology	charlie m. syndrome
congenital malformation	has_associated_morphology	moebius syndrome
congenital anomaly or birth defect	has_associated_morphology	mobius syndrome
malformation	has_associated_morphology	mobius syndrome
congenital abnormality	has_associated_morphology	oculofacial paralysis
congenital anomaly nos	has_associated_morphology	mobius syndrome
fetal anomaly	has_associated_morphology	möbius sequence
malformation, nos	has_associated_morphology	moebius congenital oculofacial paralysis
birth defect	has_associated_morphology	moebius syndrome
congenital abnormality	has_associated_morphology	abnormal palmar crease
congen abnorm	has_associated_morphology	abnormal palmar creases
defects congen	has_associated_morphology	abnormal palmar creases
abnormal development	has_associated_morphology	abnormal palmar creases
congenital deformity	has_associated_morphology	abnormal palmar creases (disorder)
birth defect	has_associated_morphology	abnormal palmar creases (disorder)
congenital anomaly nos	has_associated_morphology	vascular ring
congenital defects	has_associated_morphology	vascular ring
congenital anomaly nos	has_associated_morphology	vascular ring of aorta
congenital anomaly	has_associated_morphology	vascular ring
malformation	has_associated_morphology	vascular ring of aorta
defects congen	has_associated_morphology	vascular ring of aorta
birth defect	has_associated_morphology	brachydactyly
fetal malformation	has_associated_morphology	diaphragmatic hernia
congenital anomaly	has_associated_morphology	female pseudohermaphroditism
birth defect	has_associated_morphology	pseudohermaphroditism male
congenital anomaly nos	has_associated_morphology	lenticonus
congenital anomaly nos (disorder)	has_associated_morphology	harlequin fetus
congenital anomaly nos	has_associated_morphology	microdontia (disorder)
congenital abnormality, nos	has_associated_morphology	tricuspid atresia
scong	has_associated_morphology	tricuspid atresia
congenital defects	has_associated_morphology	tricuspid valve atresia
developmental anomaly	has_associated_morphology	congenital tricuspid valve atresia
congenital deformity, nos	has_associated_morphology	pili torti
congenital abnormality	has_associated_morphology	seckel syndrome
congenital anomaly	has_associated_morphology	seckel syndrome
congenital anomaly nos	has_associated_morphology	seckel syndrome
dysgenesis	has_associated_morphology	seckel
congenital deformity (morphologic abnormality)	has_associated_morphology	seckel syndrome
anomaly congenital	has_associated_morphology	walker-warburg syndrome
birth defect	has_associated_morphology	walker-warburg syndrome
malformation	has_associated_morphology	walker warburg syndrome
congenital anomaly	has_associated_morphology	warburg syndrome
developmental malformation, nos	has_associated_morphology	walker-warburg congenital muscular dystrophy (disorder)
deformity	has_associated_morphology	freeman-sheldon syndrome
abnorm congen	has_associated_morphology	freeman-sheldon syndrome
congenital deformity	has_associated_morphology	schinzel-giedion syndrome
congenital anomaly nos	has_associated_morphology	marshall syndrome
congenital abnormality	has_associated_morphology	first arch syndrome
foetal malformation	has_associated_morphology	anus, imperforate, with hand, foot, and ear anomalies
birth defect	has_associated_morphology	syndrome, coffin
congenital abnormality	has_associated_morphology	sticklers syndrome
congen defects	has_associated_morphology	multiple pterygium syndrome
congenital abnormality	has_associated_morphology	multiple pterygium syndrome
developmental defect	has_associated_morphology	facial angiofibromas
congenital abnormality	has_associated_morphology	peutz-jeghers small intestine hamartoma
developmental defect	has_associated_morphology	rieger syndrome
fetal anomaly	has_associated_morphology	fetal hydantoin syndrome
congenital deformity (disorder)	has_associated_morphology	tetrasomy 12p, mosaic
congenital deformity (morphologic abnormality)	has_associated_morphology	ring chromosome 20
congenital defect	has_associated_morphology	trisomy 22
fetal malformation	has_associated_morphology	ring chromosome 22 syndrome
congenital deformity	has_associated_morphology	dimelia
congenital anomaly	has_associated_morphology	congenital deformity of hip, unspecified
congenital defects	has_associated_morphology	congenital talipes calcaneovarus
congenital anomaly	has_associated_morphology	talipes calcaneovarus
fetal anomaly	has_associated_morphology	patella; bipartite
congenital deformity (disorder)	has_associated_morphology	congenital postural scoliosis
congenital anomaly (morphologic abnormality)	has_associated_morphology	congenital nose malformation nos
foetal malformation	has_associated_morphology	congenital malformations of nose
congenital deformity nos	has_associated_morphology	arrhinia
birth defect	has_associated_morphology	tricuspid valve hypoplasia
defect, congenital	has_associated_morphology	underdeveloped right heart
fetal malformation	has_associated_morphology	hypoplasia of aortic arch
congenital anomaly, unspecified	has_associated_morphology	pulmonary artery atresia
foetal developmental abnormality	has_associated_morphology	atresia of pulmonary artery
congenital defects	has_associated_morphology	anomalous pulmonary vein (morphologic abnormality)
anomaly congenital	has_associated_morphology	abnormality of the pulmonary veins
congenital defect/deformity	has_associated_morphology	abnormality of the pulmonary veins
congenital defects	has_associated_morphology	anomalous pulmonary vein
congenital anomaly, unspecified	has_associated_morphology	anomalous pulmonary vein (morphologic abnormality)
congenital anomaly nos	has_associated_morphology	netherton syndrome
congenital abnormality	has_associated_morphology	hypoplasia of breast
congenital anomaly	has_associated_morphology	enamel pearls
anomaly congenital	has_associated_morphology	megalodontia
congenital anomaly nos	has_associated_morphology	cleft lip and cleft jaw
congenital anomaly (morphologic abnormality)	has_associated_morphology	cleft lip and cleft jaw
congenital anomaly nos	has_associated_morphology	cheilognathoschisis
congenital anomalies	has_associated_morphology	cheilognathopalatoschisis
fetal developmental abnormality	has_associated_morphology	cheilognathopalatoschisis
defects, congenital	has_associated_morphology	nasopalatine duct cyst
congenital anomaly nos (disorder)	has_associated_morphology	tongue; bifid
congenital abnormality	has_associated_morphology	bifid tongue
congenital anomaly nos (disorder)	has_associated_morphology	congenital absence of uvula
congenital anatomical abnormality	has_associated_morphology	congenital microgastria
foetal malformation	has_associated_morphology	duplication of intestine
abnorm congen	has_associated_morphology	congenital anomaly of gallbladder (disorder)
congenital deformity (disorder)	has_associated_morphology	pancreas divisum
abnormalities, congenital	has_associated_morphology	lingual thyroid
congenital anomaly	has_associated_morphology	lingual thyroid
foetal malformation	has_associated_morphology	lingual thyroid
congenital anomalies	has_associated_morphology	lingual thyroid
congenital deformity	has_associated_morphology	lingual thyroid
congenital anomaly nos	has_associated_morphology	lingual thyroid
developmental malformation	has_associated_morphology	impervious ureter
congenital anomalies	has_associated_morphology	ambiguities, genital
foetal malformation	has_associated_morphology	ambiguous genitalia
foetal malformation	has_associated_morphology	congenital absence of ovary
anomalous formation, nos	has_associated_morphology	ectopic ovary
congenital anomaly nos	has_associated_morphology	vagina; imperforate
anomalous formation	has_associated_morphology	synechia vulvae
congenital anomaly nos	has_associated_morphology	polyorchism
developmental defect	has_associated_morphology	atresia of the vas deferens
congenital anomaly nos (disorder)	has_associated_morphology	exencephaly
foetal malformation	has_associated_morphology	congenital malformation brain exencephaly
developmental defect, nos	has_associated_morphology	exencephaly
defects congen	has_associated_morphology	congenital malformation brain exencephaly
congenital abnormality	has_associated_morphology	exencephaly
congenital anomalies	has_associated_morphology	exencephaly (diagnosis)
congenital anomaly, unspecified	has_associated_morphology	exencephaly
congenital malformation (morphologic abnormality)	has_associated_morphology	exencephaly
congenital abnormality	has_associated_morphology	exencephaly
abnormal development, nos	has_associated_morphology	exencephaly
anomalous formation	has_associated_morphology	exencephaly
congenital malformation, nos	has_associated_morphology	exencephaly
congenital malformation (morphologic abnormality)	has_associated_morphology	exencephaly
fetal malformation	has_associated_morphology	exencephaly
fetal malformation	has_associated_morphology	exencephalies
congenital anomaly (morphologic abnormality)	has_associated_morphology	exencephalies
congenital anomaly	has_associated_morphology	neuronal heterotopia
congenital anomalies	has_associated_morphology	sinus pericranii
deformities	has_associated_morphology	myeloschisis (disorder) [ambiguous]
congenital anomalies	has_associated_morphology	myeloschisis
congenital anomaly, unspecified	has_associated_morphology	myeloschisis
congenital abnormality	has_associated_morphology	myeloschisis
congenital malformation	has_associated_morphology	myeloschisis (disorder)
congenital malformation	has_associated_morphology	myeloschisis
cm - congenital malformation	has_associated_morphology	myeloschisis
congenital anomaly nos	has_associated_morphology	myeloschisis (disorder) [ambiguous]
abnormal development	has_associated_morphology	myeloschisis
developmental anomaly	has_associated_morphology	myeloschisis
foetal malformation	has_associated_morphology	rachischisis
developmental defect	has_associated_morphology	rachischisis
congenital deformity	has_associated_morphology	rachischisis
birth defects	has_associated_morphology	rachischisis
congen abnorm	has_associated_morphology	rachischisis (disorder)
congenital abnormality nos	has_associated_morphology	rachischises
congenital anomaly nos	has_associated_morphology	rachischisis
congenital anomaly, nos	has_associated_morphology	rachischisis
developmental malformation, nos	has_associated_morphology	amyelia
congenital defect/deformity	has_associated_morphology	axenfeld's anomaly
fetal anomaly	has_associated_morphology	axenfeld anomaly
congenital abnormality	has_associated_morphology	axenfeld anomaly
congenital anomaly or birth defect	has_associated_morphology	axenfeld anomaly
congenital deformity	has_associated_morphology	axenfeld anomaly (disorder)
congenital malformation (morphologic abnormality)	has_associated_morphology	axenfeld anomaly
dysgenesis, nos	has_associated_morphology	axenfeld anomaly
congenital deformity nos	has_associated_morphology	axenfeld anomaly (disorder)
deformities	has_associated_morphology	axenfeld's anomaly
congenital deformity (disorder)	has_associated_morphology	developmental anomaly of eyelid
developmental malformation	has_associated_morphology	anomaly; eyelid
congenital anomaly	has_associated_morphology	congenital ptosis
anomaly anomaly congen	has_associated_morphology	congenital ptosis of upper eyelid
congenital deformity nos	has_associated_morphology	extra eyelid
abnormalities, congenital	has_associated_morphology	congenital anomaly of ear
developmental anomaly (morphologic abnormality)	has_associated_morphology	neck; deformity, congenital
congenital deformity	has_associated_morphology	anomaly of the neck
congenital malformations	has_associated_morphology	cyclopia
developmental anomaly, nos	has_associated_morphology	amyelencephaly
congenital anomaly nos	has_associated_morphology	cebocephaly
congenital anomaly, unspecified	has_associated_morphology	cebocephaly
dysgenesis	has_associated_morphology	familial incomplete male pseudohermaphroditism, type 2
anomaly anomaly congen	has_associated_morphology	male pseudohermaphroditism due to 5-alpha-reductase deficiency
congen abnorm	has_associated_morphology	simple cyst of kidney
congenital anomaly, unspecified	has_associated_morphology	lingual goiter
fetal malformation	has_associated_morphology	lingual goiter
congenital anomaly nos	has_associated_morphology	indeterminate sex, unspecified
deformities	has_associated_morphology	caudal regression syndrome
congenital malformation	has_associated_morphology	gingival cyst
dysgenesis, nos	has_associated_morphology	cryptophthalmos
congenital defect, nos	has_associated_morphology	congenital cryptophthalmos
congenital abnormality	has_associated_morphology	cryptophthalmos
congenital malformation (disorder)	has_associated_morphology	congenital arteriovenous fistula
abnormal development, nos	has_associated_morphology	optic nerve hypoplasia
congenital deformity	has_associated_morphology	optic nerve hypoplasia
congenital malformation, unspecified	has_associated_morphology	optic nerve hypoplasia
malformation, nos	has_associated_morphology	optic nerve hypoplasia
congenital defect	has_associated_morphology	onh - optic nerve hypoplasia
congenital anomalies	has_associated_morphology	optic nerve hypoplasia
congenital abnormality	has_associated_morphology	septo-optic dysplasia
developmental anomaly, nos	has_associated_morphology	septo-optic dysplasia sequence
congenital abnormality, nos	has_associated_morphology	septo-optic dysplasia
deformities	has_associated_morphology	septo-optic dysplasia
cm - congenital malformation	has_associated_morphology	ankyloblepharon
abnormality, congenital	has_associated_morphology	ankyloblepharon
congenital anomaly nos	has_associated_morphology	ankyloblepharon
congenital abnormality	has_associated_morphology	ankyloblepharon
fetal malformation	has_associated_morphology	bifid epiglottis
developmental anomaly	has_associated_morphology	bifid epiglottis
congenital malformation	has_associated_morphology	bifid epiglottis
congenital malformation, unspecified	has_associated_morphology	bifid epiglottis
congenital anomalies of fetus	has_associated_morphology	bifid epiglottis
congenital deformity	has_associated_morphology	bifid epiglottis
congenital anomalies	has_associated_morphology	bifid epiglottis
abnormality, congenital	has_associated_morphology	bifid epiglottis
congenital abnormality	has_associated_morphology	bifid epiglottis
congenital anomaly nos	has_associated_morphology	bifid epiglottis
malformation	has_associated_morphology	bifid epiglottis
congenital malformation, nos	has_associated_morphology	bifid epiglottis
defects congen	has_associated_morphology	bifid epiglottis (disorder)
congenital anomalies of fetus	has_associated_morphology	bifid epiglottis
dysgenesis, nos	has_associated_morphology	bifid epiglottis
fetal anomaly (diagnosis)	has_associated_morphology	bifid epiglottis
congenital malformation	has_associated_morphology	bifid epiglottis
congenital defect/deformity	has_associated_morphology	lateral developmental cyst of jaw
birth defect	has_associated_morphology	lateral periodontal cyst
anomaly	has_associated_morphology	lateral periodontal cyst
developmental disturbance	has_associated_morphology	lateral periodontal cyst
congenital anomaly nos	has_associated_morphology	lateral periodontal cyst
deformity; congenital	has_associated_morphology	lateral periodontal cyst
congenital abnormality	has_associated_morphology	lpc
deformity; congenital	has_associated_morphology	cyst periodontal lateral
congenital abnormality	has_associated_morphology	benign congenital hypotonia
developmental defect	has_associated_morphology	posterior lenticonus (disorder)
developmental disturbance	has_associated_morphology	underdevelopment of eyelid
foetal malformation	has_associated_morphology	hypoplasia of eyelid (disorder)
congenital anomaly	has_associated_morphology	blepharophimosis congenital
congenital defect	has_associated_morphology	blepharophimosis congenital
congenital anomalies	has_associated_morphology	blepharophimosis congenital
congenital anomaly nos (disorder)	has_associated_morphology	congenital blepharophimosis
developmental anomaly, nos	has_associated_morphology	congenital blepharophimosis (disorder)
congen abnorm	has_associated_morphology	congenital blepharophimosis
congenital anomalies	has_associated_morphology	blepharophimosis congenital
congenital malformation, unspecified	has_associated_morphology	epiblepharon
congenital malformation	has_associated_morphology	congenital epiblepharon
congenital malformation	has_associated_morphology	congenital epiblepharon
congenital defects	has_associated_morphology	congenital epiblepharon
congenital anomaly nos (disorder)	has_associated_morphology	alacrima
developmental malformation, nos	has_associated_morphology	alacrima
fetal malformation	has_associated_morphology	unopened tear duct
congenital anomaly, unspecified	has_associated_morphology	flattened cornea
congenital anatomic abnormality	has_associated_morphology	cornea flattened
congenital anomaly nos	has_associated_morphology	keratoglobus (disorder)
congenital malformation, unspecified	has_associated_morphology	megalocornea
congenital anomaly, unspecified	has_associated_morphology	megalocornea
defects congen	has_associated_morphology	polycoria
congenital defects	has_associated_morphology	abnormal atrioventricular connection
congenital anatomic abnormality	has_associated_morphology	discordant atrioventricular connection
birth defects	has_associated_morphology	corrected transposition of great vessels
congenital defect, nos	has_associated_morphology	ambiguous atrioventricular connection
congenital anomaly nos	has_associated_morphology	absent left sided atrioventricular connection (disorder)
congenital; deformity	has_associated_morphology	absent right superior vena cava
congen defects	has_associated_morphology	absent right superior vena cava
